Sales Organization;Item (SD);Sales Document;Status;Status;Sales Document Type;Sold-to party;Name 1;Material;Description;Plant;Confirmed Quantity;Order Quantity;Unit of measure;Delivery Date;Ship-to party;Ship-To Name;Purchase order no.;Goods Issue Date
A131;40;137180820;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00097077563;CLEARSOLIIPLUS CPKBAG2X(0.6+1.171)KG ARG;C077;150;150;UNT;30/11/2021;1845234;RINDES Y CULTIVOS DAS S.A.;C0000005087 Z11;29/11/2021
A131;10;137179149;Not delivered;A;ZKB;646973;CEREALISTA MOLDES SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;1.600,000;1.600,000;L;30/09/2021;10019690;CEREALISTA MOLDES SA;C0000005054 Z11;29/09/2021
A131;30;137179009;Not delivered;A;ZKB;646973;CEREALISTA MOLDES SA;00099017484;RFG1RR R17 RR COR RCMQ BG80UK AR;C344;22;22;ZPB;10/09/2021;10019690;CEREALISTA MOLDES SA;000003254 TRANSFEREN;09/09/2021
A131;40;137178939;Not delivered;A;ZKB;646973;CEREALISTA MOLDES SA;00099017484;RFG1RR R17 RR COR RCMQ BG80UK AR;C344;22;22;ZPB;10/09/2021;10019690;CEREALISTA MOLDES SA;0000003504 TRANSFERE;09/09/2021
A131;10;137178543;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;2.400,000;2.400,000;L;30/09/2021;1845236;RINDES Y CULTIVOS DAS S.A.;C0000005028 Z11;29/09/2021
A131;10;137178542;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;2.400,000;2.400,000;L;30/09/2021;827375;RINDES Y CULTIVOS DAS S.A.;C0000005026 Z11;29/09/2021
A131;10;137178540;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;2.400,000;2.400,000;L;30/09/2021;1845234;RINDES Y CULTIVOS DAS S.A.;C0000005027 Z11;30/09/2021
A131;10;137178218;Not delivered;A;ZKB;646973;CEREALISTA MOLDES SA;00097059701;ENLIST BTLHPE20L ARG;C077;10.800,000;10.800,000;L;30/09/2021;10019690;CEREALISTA MOLDES SA;C0000005022 Z11;29/09/2021
A131;20;137178203;Not delivered;A;ZKB;348756;AMBITO DAS S.A.;00097059701;ENLIST BTLHPE20L ARG;C077;6.000,000;6.000,000;L;30/09/2021;594376;AMBITO DAS S.A.;C0000005019 Z11;29/09/2021
A131;10;137177461;Not delivered;A;ZKB;421728;AGRONORT SA;00097018141;DELEGATE BTLHPE12X300GR ARG;C077;18,000;18,000;KG;30/09/2021;421728;AGRONORT SA;C0000004988 Z11;29/09/2021
A131;30;137177461;Not delivered;A;ZKB;421728;AGRONORT SA;00000122767;TRACERNATURALYT BTLHPE4X4X1L EXARG;C077;16,000;16,000;L;30/09/2021;421728;AGRONORT SA;C0000004988 Z11;29/09/2021
A131;50;137176898;Not delivered;A;ZKB;348764;FEDEA S.A.;00097059701;ENLIST BTLHPE20L ARG;C077;7.200,000;7.200,000;L;30/11/2021;1843795;FEDEA S.A.;C0000004980 TRANSFER;29/11/2021
A131;10;137176809;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;300,000;300,000;L;30/09/2021;1358971;AGRONORTE CEREALES SRL;transferencia cyo;29/09/2021
A131;10;137176807;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00000298079;INTREPID240SC BTLHPE4X5L ARG;C077;400,000;400,000;L;30/11/2021;1358971;AGRONORTE CEREALES SRL;transferencia cyo;29/11/2021
A131;50;137176779;Not delivered;A;ZVER;10010559;NEOCAMPO SRL;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;400,000;400,000;L;30/09/2021;1108872;AGRO LAJITAS SA;Factura anticipada;28/09/2021
A131;60;137176779;Not delivered;A;ZVER;10010559;NEOCAMPO SRL;00097063888;EXALTSC BTLHPE12X1L ARG;C077;108,000;108,000;L;30/09/2021;1108872;AGRO LAJITAS SA;Factura anticipada;28/09/2021
A131;30;137176773;Not delivered;A;ZVER;10006209;LAS LANZAS S.A.;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;200,000;200,000;L;30/09/2021;10015941;LAS LANZAS SA;Factura anticipada;28/09/2021
A131;100;137176620;Not delivered;A;ZFD;10015267;RCM S.A;00097079284;BRV8472PWUN C20 PWU COR CT CMQL BG80UKAR;C049;85;1.500;BAG;25/09/2021;811682;RIBOLDI SA;Reconocimiento Acuer;23/09/2021
A131;10;137176450;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00097066383;GALANTMAX BTLHPE4X5L ARG;C077;600,000;600,000;L;30/09/2021;1358971;AGRONORTE CEREALES SRL;C0000004962 Z11;29/09/2021
A131;10;137176447;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00097066383;GALANTMAX BTLHPE4X5L ARG;C077;600,000;600,000;L;30/09/2021;1358971;AGRONORTE CEREALES SRL;C0000004961 Z11;29/09/2021
A131;10;137176445;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00097066383;GALANTMAX BTLHPE4X5L ARG;C077;600,000;600,000;L;30/09/2021;1358971;AGRONORTE CEREALES SRL;C0000004959 Z11;29/09/2021
A131;10;137175217;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;19.200,000;19.200,000;L;01/10/2021;1247066;Nutrien AG Solutions Argentina SA;C0000004922 Z11 - OC;30/09/2021
A131;10;137175208;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;20.400,000;20.400,000;L;15/08/2021;1247066;Nutrien AG Solutions Argentina SA;C0000004920 Z11 - OC;12/08/2021
A131;10;137175207;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;19.200,000;19.200,000;L;01/09/2021;1247066;Nutrien AG Solutions Argentina SA;C0000004921 Z11 - OC;31/08/2021
A131;10;137175205;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;20.400,000;20.400,000;L;01/10/2021;10017641;NUTRIEN AGSOLUTIONS (LOZANO);C0000004919 Z11 - OC;30/09/2021
A131;10;137175201;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;15/08/2021;10017641;NUTRIEN AGSOLUTIONS (LOZANO);C0000004918 Z11 - OC;12/08/2021
A131;20;137175201;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;15/08/2021;10017641;NUTRIEN AGSOLUTIONS (LOZANO);C0000004918 Z11 - OC;12/08/2021
A131;30;137175201;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;16.800,000;16.800,000;L;15/08/2021;10017641;NUTRIEN AGSOLUTIONS (LOZANO);C0000004918 Z11 - OC;12/08/2021
A131;10;137175199;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;4.000,000;4.000,000;L;01/11/2021;1247066;Nutrien AG Solutions Argentina SA;C0000004915 Z05 - OC;29/10/2021
A131;10;137175197;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;4.000,000;4.000,000;L;01/10/2021;1247066;Nutrien AG Solutions Argentina SA;C0000004913 Z05 - OC;30/09/2021
A131;10;137175196;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00000298079;INTREPID240SC BTLHPE4X5L ARG;C077;3.000,000;3.000,000;L;01/11/2021;1247066;Nutrien AG Solutions Argentina SA;C0000004911 Z05 - OC;29/10/2021
A131;10;137175193;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;01/08/2021;10017641;NUTRIEN AGSOLUTIONS (LOZANO);C0000004917 Z11 - OC;29/07/2021
A131;20;137175193;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;01/08/2021;10017641;NUTRIEN AGSOLUTIONS (LOZANO);C0000004917 Z11 - OC;29/07/2021
A131;30;137175193;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097059701;ENLIST BTLHPE20L ARG;C077;16.800,000;16.800,000;L;01/08/2021;10017641;NUTRIEN AGSOLUTIONS (LOZANO);C0000004917 Z11 - OC;29/07/2021
A131;10;137175180;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00000298079;INTREPID240SC BTLHPE4X5L ARG;C077;3.000,000;3.000,000;L;01/10/2021;1247066;Nutrien AG Solutions Argentina SA;C0000004910 Z05 - OC;30/09/2021
A131;10;137175013;Not delivered;A;ZKB;1519556;INSUMOS DEL CENTRO SA;00000113039;TORDON24K BTLHPE4X5L ARG;C077;600,000;600,000;L;30/09/2021;1844308;INSUMOS DEL CENTRO SA;C0000004902 Z11;29/09/2021
A131;10;137174970;Not delivered;A;ZOR;2390818;CAHE SA;00097063787;PASTARGOLD BTLHPE10L ARG;C077;200,000;200,000;L;31/10/2021;2390818;CAHE SA;C0000004901 Z11;28/10/2021
A131;10;137174879;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097080398;NTO2.5CP G2 CP SUN LCLMD BG150UK AR;C049;1.156;1.156;ZPB;26/07/2021;10012736;TERRAMAR S.A;0000003792 TRANSFERE;22/07/2021
A131;10;137174340;Not delivered;A;ZOR;10014914;FRANCA MOLINA ANCHORENA;00097059701;ENLIST BTLHPE20L ARG;C074;800,000;800,000;L;30/11/2021;1066272;SUMIDAS JV S.A.;5/C0000004894 Z11;30/11/2021
A131;30;137174338;Not delivered;A;ZOR;10014916;LA PACHAMAMA SA;00097059701;ENLIST BTLHPE20L ARG;C074;300,000;300,000;L;30/11/2021;1066272;SUMIDAS JV S.A.;5/C0000004892 Z11;30/11/2021
A131;10;137174243;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00011098999;PRADOEXTRA BLTHPE20L ARG;C077;5.000,000;5.000,000;L;30/11/2021;1843011;AGRO LAJITAS SA;C0000004884 Z11;24/11/2021
A131;10;137174242;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00011098999;PRADOEXTRA BLTHPE20L ARG;C077;5.000,000;5.000,000;L;30/11/2021;2189361;AGRO LAJITAS SA;C0000004883 Z11;24/11/2021
A131;30;137174082;Not delivered;A;ZKB;348764;FEDEA S.A.;00097067279;TRANSFORM BAG24X300GR ARG;C077;172,800;172,800;KG;31/10/2021;1843795;FEDEA S.A.;C0000004880 TRANSFER;28/10/2021
A131;50;137174076;Not delivered;A;ZKB;348764;FEDEA S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;1843795;FEDEA S.A.;C0000004878 TRANSFER;29/11/2021
A131;110;137173617;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00099017484;RFG1RR R17 RR COR RCMQ BG80UK AR;C344;293;293;ZPB;19/09/2021;421706;AGROEMPRESA COLON SA;0000003840 Z11;17/09/2021
A131;40;137172511;Not delivered;A;ZKB;422062;COTAGRO COOPERATIVA;00097067279;TRANSFORM BAG24X300GR ARG;C077;7,200;7,200;KG;30/09/2021;1866502;COTAGRO COOPERATIVA;C0000004836 Z11;29/09/2021
A131;30;137172410;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00000098714;PRESIDE BTLHPE4X5L ARG;C077;7.320,000;7.320,000;L;04/10/2021;827374;DASER AGRO S.A.;C0000004831 TRANSFER;01/10/2021
A131;30;137172228;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;1.260,000;1.260,000;L;30/11/2021;827374;DASER AGRO S.A.;C0000004814 Z11;29/11/2021
A131;10;137172215;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00097063787;PASTARGOLD BTLHPE10L ARG;C077;3.000,000;3.000,000;L;31/10/2021;421706;AGROEMPRESA COLON SA;C0000004812 TRANSFER;28/10/2021
A131;10;137168597;Not delivered;A;ZOR;788933;CAPELLA HECTOR CARLOS;00097059701;ENLIST BTLHPE20L ARG;C074;100,000;100,000;L;30/11/2021;788933;CAPELLA HECTOR CARLOS;AGRN/C0000004745c Z0;30/11/2021
A131;10;137167283;Not delivered;A;ZKB;811682;RIBOLDI SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;811682;RIBOLDI SA;C0000004739 Z11;29/11/2021
A131;20;137167283;Not delivered;A;ZKB;811682;RIBOLDI SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;811682;RIBOLDI SA;C0000004739 Z11;29/11/2021
A131;10;137167220;Not delivered;A;ZOR;692387;UNION AGRICOLA DE AVELLANEDA;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;500,000;500,000;L;30/11/2021;692387;UNION AGRICOLA DE AVELLANEDA;C0000004734 Z11;26/11/2021
A131;10;137167203;Not delivered;A;ZKB;1096463;SOMARUGA AGRO SA;00000240238;TRACERNATURALYT BTLCOX20X0.1L ARG;C078;20,000;20,000;L;30/11/2021;1096463;SOMARUGA AGRO SA;C0000004732 Z11;30/11/2021
A131;10;137167189;Not delivered;A;ZKB;422343;PUCARA SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;100,800;100,800;KG;30/10/2021;422343;PUCARA SA;C0000004731 Z11;27/10/2021
A131;10;137167181;Not delivered;A;ZKB;10003693;VERDEOS E INSUMOS AGROPECUARIOS;00097067279;TRANSFORM BAG24X300GR ARG;C077;201,600;201,600;KG;30/10/2021;10004241;VERDEOS E INSUMOS AGROPECUARIOS SRL;C0000004730 Z11;27/10/2021
A131;10;137167180;Not delivered;A;ZKB;1431239;AGRONOMIA EL GALPON SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;151,200;151,200;KG;30/10/2021;1431239;AGRONOMIA EL GALPON SA;C0000004729 Z11;27/10/2021
A131;10;137167175;Not delivered;A;ZKB;422032;COOPERATIVA AGRARIA TRES;00097067279;TRANSFORM BAG24X300GR ARG;C077;158,400;158,400;KG;30/10/2021;422032;COOPERATIVA AGRARIA TRES;C0000004727 Z11;27/10/2021
A131;10;137167174;Not delivered;A;ZKB;1191172;AGRUPACION CAMPONUEVO SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;151,200;151,200;KG;30/10/2021;1191172;AGRUPACION CAMPONUEVO SA;C0000004728 Z11;27/10/2021
A131;10;137167096;Not delivered;A;ZKB;1220382;AGROCOMERCIAL SUARDI SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;1220382;AGROCOMERCIAL SUARDI SRL;C0000004724 Z11;26/11/2021
A131;20;137167096;Not delivered;A;ZKB;1220382;AGROCOMERCIAL SUARDI SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;1220382;AGROCOMERCIAL SUARDI SRL;C0000004724 Z11;26/11/2021
A131;10;137167087;Not delivered;A;ZKB;1220382;AGROCOMERCIAL SUARDI SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;1843166;AGROCOMERCIAL SUARDI SRL;C0000004720 Z11 CERE;26/11/2021
A131;30;137167073;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097077571;DASH MSO MAX BTLHPE4X5L ARG;C077;400,000;400,000;L;30/11/2021;1274337;TERRAMAR JV S.A.;C0000004716 TRANSFER;26/11/2021
A131;40;137167073;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097077563;CLEARSOLIIPLUS CPKBAG2X(0.6+1.171)KG ARG;C077;100;100;UNT;30/11/2021;1274337;TERRAMAR JV S.A.;C0000004716 TRANSFER;26/11/2021
A131;10;137166611;Not delivered;A;ZKB;1519556;INSUMOS DEL CENTRO SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;10.800,000;10.800,000;L;30/11/2021;1844308;INSUMOS DEL CENTRO SA;C0000004712 Z11;29/11/2021
A131;20;137166011;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097065296;MERITWGPACK CPKHPE 4X(1.4+0.1)KG ARG;C077;37;37;UNT;31/12/2021;1274337;TERRAMAR JV S.A.;C0000004679 TRANSFER;29/12/2021
A131;21;137166011;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097062225;MERITWG BTLHPE4X1.4KG ARG;C077;207,200;207,200;KG;31/12/2021;1274337;TERRAMAR JV S.A.;C0000004679 TRANSFER;29/12/2021
A131;22;137166011;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097062196;METSULFURON PCKLAM0.1KG ARG;C077;14,800;14,800;KG;31/12/2021;1274337;TERRAMAR JV S.A.;C0000004679 TRANSFER;29/12/2021
A131;20;137166000;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097065296;MERITWGPACK CPKHPE 4X(1.4+0.1)KG ARG;C077;110;110;UNT;10/09/2021;2186576;TERRAMAR JV S.A.;C0000004675 TRANSFER;08/09/2021
A131;21;137166000;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097062225;MERITWG BTLHPE4X1.4KG ARG;C077;616,000;616,000;KG;10/09/2021;2186576;TERRAMAR JV S.A.;C0000004675 TRANSFER;08/09/2021
A131;22;137166000;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097062196;METSULFURON PCKLAM0.1KG ARG;C077;44,000;44,000;KG;10/09/2021;2186576;TERRAMAR JV S.A.;C0000004675 TRANSFER;08/09/2021
A131;30;137166000;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097065296;MERITWGPACK CPKHPE 4X(1.4+0.1)KG ARG;C077;92;92;UNT;31/12/2021;2186576;TERRAMAR JV S.A.;C0000004675 TRANSFER;29/12/2021
A131;31;137166000;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097062225;MERITWG BTLHPE4X1.4KG ARG;C077;515,200;515,200;KG;31/12/2021;2186576;TERRAMAR JV S.A.;C0000004675 TRANSFER;29/12/2021
A131;32;137166000;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097062196;METSULFURON PCKLAM0.1KG ARG;C077;36,800;36,800;KG;31/12/2021;2186576;TERRAMAR JV S.A.;C0000004675 TRANSFER;29/12/2021
A131;20;137165509;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;57,600;57,600;KG;30/11/2021;1247066;Nutrien AG Solutions Argentina SA;C0000004669 Z05 - OC;29/11/2021
A131;30;137165509;Not delivered;A;ZOR;1247066;Nutrien AG Solutions Argentina SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;784,800;784,800;KG;30/11/2021;1247066;Nutrien AG Solutions Argentina SA;C0000004669 Z05 - OC;29/11/2021
A131;10;137165263;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00000120534;PACTO PCHALM10X5X0.072KG ARG;C077;72,000;72,000;KG;30/10/2021;1358971;AGRONORTE CEREALES SRL;C0000004662 Z11;28/10/2021
A131;10;137165262;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00000120534;PACTO PCHALM10X5X0.072KG ARG;C077;288,000;288,000;KG;30/10/2021;1358971;AGRONORTE CEREALES SRL;C0000004664 Z11;28/10/2021
A131;10;137165261;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00000120534;PACTO PCHALM10X5X0.072KG ARG;C077;72,000;72,000;KG;30/10/2021;1358971;AGRONORTE CEREALES SRL;C0000004660 Z11;28/10/2021
A131;10;137165258;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00000120534;PACTO PCHALM10X5X0.072KG ARG;C077;72,000;72,000;KG;30/10/2021;1358971;AGRONORTE CEREALES SRL;C0000004658 Z11;28/10/2021
A131;10;137165016;Not delivered;A;ZKB;1431239;AGRONOMIA EL GALPON SA;00000098714;PRESIDE BTLHPE4X5L ARG;C077;800,000;800,000;L;01/10/2021;1431239;AGRONOMIA EL GALPON SA;C0000004650 Z11;29/09/2021
A131;20;137165016;Not delivered;A;ZKB;1431239;AGRONOMIA EL GALPON SA;00097077563;CLEARSOLIIPLUS CPKBAG2X(0.6+1.171)KG ARG;C077;20;20;UNT;30/11/2021;1431239;AGRONOMIA EL GALPON SA;C0000004650 Z11;26/11/2021
A131;30;137165016;Not delivered;A;ZKB;1431239;AGRONOMIA EL GALPON SA;00097077571;DASH MSO MAX BTLHPE4X5L ARG;C077;60,000;60,000;L;30/11/2021;1431239;AGRONOMIA EL GALPON SA;C0000004650 Z11;26/11/2021
A131;10;137164900;Not delivered;A;ZKB;1380023;H J NAVAS Y CIA SACIA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;2.400,000;2.400,000;L;30/10/2021;1380023;H J NAVAS Y CIA SACIA;C0000004642 Z11;28/10/2021
A131;10;137164846;Not delivered;A;ZVER;646973;CEREALISTA MOLDES SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/10/2021;10019690;CEREALISTA MOLDES SA;C0000004224 Z12;28/10/2021
A131;10;137164282;Not delivered;A;ZKB;811682;RIBOLDI SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/10/2021;811682;RIBOLDI SA;C0000004635 Z11;28/10/2021
A131;10;137164281;Not delivered;A;ZKB;811682;RIBOLDI SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;811682;RIBOLDI SA;C0000004636 Z11;29/11/2021
A131;10;137164032;Not delivered;A;ZKB;348763;DESAB S.A.;00097067279;TRANSFORM BAG24X300GR ARG;C077;201,600;201,600;KG;30/11/2021;1843691;DESAB S.A.;C0000004627 TRANSFER;29/11/2021
A131;30;137164031;Not delivered;A;ZKB;348763;DESAB S.A.;00097067279;TRANSFORM BAG24X300GR ARG;C077;7,200;7,200;KG;31/10/2021;1843682;DESAB S.A.;C0000004624 TRANSFER;28/10/2021
A131;10;137162223;Not delivered;A;ZKB;1236367;CATRIEL AGRONOMIA SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;2.400,000;2.400,000;L;30/10/2021;1236367;CATRIEL AGRONOMIA SRL;C0000004541 Z11;28/10/2021
A131;10;137161951;Not delivered;A;ZKB;2104694;COOPERATIVA AGRICOLA GANADERA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;2.400,000;2.400,000;L;30/11/2021;2104694;COOPERATIVA AGRICOLA GANADERA;C0000004539 Z11;29/11/2021
A131;10;137161895;Not delivered;A;ZVER;1595926;RPU AGROPECUARIA SA;00097072869;NEXT 25.8PWU C18 COR CT CMQL BG80UK AR;C049;800;800;ZPB;10/11/2021;1862681;RPU AGROPECUARIA SA;0000003260 Z02;04/11/2021
A131;20;137161895;Not delivered;A;ZVER;1595926;RPU AGROPECUARIA SA;00097071077;510PWU C16 PWU COR CT CMQL BG80UK AR;C344;622;622;ZPB;10/11/2021;1862681;RPU AGROPECUARIA SA;0000003260 Z02;04/11/2021
A131;40;137161895;Not delivered;A;ZVER;1595926;RPU AGROPECUARIA SA;00099017479;RFG1RR C16 RR COR RCMQ BG80UK AR;C344;189;189;ZPB;10/11/2021;1862681;RPU AGROPECUARIA SA;0000003260 Z02;04/11/2021
A131;50;137161857;Not delivered;A;ZKB;802953;MERSAGRO SA;00097063787;PASTARGOLD BTLHPE10L ARG;C077;300,000;300,000;L;31/10/2021;802953;MERSAGRO SA;C0000004535 Z11;28/10/2021
A131;10;137161545;Not delivered;A;ZKB;348763;DESAB S.A.;00097073522;PANZERGOLDLS IBC1000L ARG;C077;1.000,000;1.000,000;L;30/11/2021;1843686;DESAB S.A.;C0000004518 TRANSFER;29/11/2021
A131;20;137161530;Not delivered;A;ZKB;1431239;AGRONOMIA EL GALPON SA;00097063787;PASTARGOLD BTLHPE10L ARG;C077;500,000;500,000;L;31/10/2021;1431239;AGRONOMIA EL GALPON SA;C0000004516 Z11;27/10/2021
A131;90;137160171;Not delivered;A;ZKB;2344675;CERROS SERV AGRICOLAS SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;7,200;7,200;KG;30/09/2021;2408421;CERROS SERV AGRICOLAS SA;C0000004510 Z11;29/09/2021
A131;10;137160089;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421706;AGROEMPRESA COLON SA;C0000004507 TRANSFER;29/11/2021
A131;10;137160088;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;421706;AGROEMPRESA COLON SA;C0000004503 TRANSFER;28/10/2021
A131;30;137160088;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;93,600;93,600;KG;31/10/2021;421706;AGROEMPRESA COLON SA;C0000004503 TRANSFER;28/10/2021
A131;20;137160087;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;64,800;64,800;KG;30/11/2021;1873522;AGROEMPRESA COLON SA;C0000004501 TRANSFER;29/11/2021
A131;10;137160086;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;10.800,000;10.800,000;L;30/11/2021;1873499;AGROEMPRESA COLON SA;C0000004505 TRANSFER;29/11/2021
A131;50;137160086;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;14,400;14,400;KG;30/11/2021;1873499;AGROEMPRESA COLON SA;C0000004505 TRANSFER;29/11/2021
A131;10;137159667;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00011118107;LONTREL3A BTLHPE4X5L ARG;C077;300,000;300,000;L;30/10/2021;1358971;AGRONORTE CEREALES SRL;C0000004493 Z11;28/10/2021
A131;20;137159466;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097067279;TRANSFORM BAG24X300GR ARG;C077;230,400;230,400;KG;31/10/2021;10012736;TERRAMAR S.A;C0000004488 TRANSFER;27/10/2021
A131;20;137159457;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097067279;TRANSFORM BAG24X300GR ARG;C077;129,600;129,600;KG;30/11/2021;1845690;TERRAMAR JV S.A.;C0000004487 TRANSFER;26/11/2021
A131;30;137159276;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;2.400,000;2.400,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000004362 Z11;30/11/2021
A131;20;137159243;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00097063787;PASTARGOLD BTLHPE10L ARG;C077;3.000,000;3.000,000;L;31/10/2021;827374;DASER AGRO S.A.;C0000004482 TRANSFER;28/10/2021
